blank,brewery_id,name,alcohol,style
,479,Alt-DÃ¼rrener-WeiÃŸe,0,Crappy
,479,Edelweiss,0,South German-Style Hefeweizen
,479,Kristall-Weizen,0,Crappy
,479,Hofgutsbier,0,Crappy
,479,Humpis-Original Naturtrub,5.1,Crappy
,568,Hefeweizen,0,South German-Style Hefeweizen
,568,Spezial,0,American-Style Lager
,568,Kellerpils,0,Crappy
,451,Sanwald Dunkelweizen,0,Crappy
,451,Das Schwarze / Dark,4.9,Crappy
,1083,Hecker Dunkel,5.2,Crappy
,1083,Kristall Weizen,0,Crappy
,1083,Hefe Weizen Dunkel,0,Crappy
,1083,Schimmele Hefe Pils,0,Crappy
,1083,Hefe Weizen Hell,0,South German-Style Hefeweizen
,1083,Spezial-Export,0,Crappy
,1083,Edel-Pils,0,Crappy
,230,Herbstbeer,0,German-Style Oktoberfest
,230,Weizen,0,South German-Style Hefeweizen
,230,Kupfer,0,American-Style Lager
,230,Messing,0,Crappy
,905,Saison,0,Crappy
,285,Duinen Dubbel,8,Crappy
,165,Castelain St.Amand French Country Ale,5.9,Crappy
,357,Red Racer India Pale Ale,6.5,American-Style India Pale Ale
,357,Steelhead Stout,0,American-Style Stout
,357,Iceberg Copper Bock,0,Traditional German-Style Bock
,357,Boomers Red Ale,0,Crappy
,357,Springboard Lager,0,American-Style Lager
,119,Light Lager,0,American-Style Lager
,119,Old Sullivan Porter,0,Porter
,119,Brotherhood Black & Tan,0,American-Style Brown Ale
,119,Clover Pale Ale,0,American-Style Pale Ale
,119,Lager,0,American-Style Lager
,119,Red Truck Ale,0,American-Style Amber/Red Ale
,120,Dry Stout,0,American-Style Stout
,120,Extra Special Bitter,0,Crappy
,120,Nut Brown Ale,0,American-Style Brown Ale
,120,Pale Ale,0,American-Style Pale Ale
,120,Vienna Lager,0,American-Style Lager
,120,Pilsner,0,Crappy
,120,Blonde Ale,0,Crappy
,1085,Cream Ale,0,English-Style Pale Mild Ale
,1085,Blonde Ale,0,Crappy
,1085,Special Lager,0,American-Style Lager
,1085,Pale Ale,0,American-Style Pale Ale
,1034,Pale Ale,0,American-Style Pale Ale
,788,Beacon India Pale Ale,0,American-Style Pale Ale
,1237,Traditional India Pale Ale,0,American-Style Pale Ale
,1237,Mad Scow Stout,0,American-Style Stout
,1237,Red Truck Ale,0,American-Style Amber/Red Ale
,1237,Two Lions Pale Ale,0,American-Style Pale Ale
,1237,Baden Powell Cream Ale,0,American-Style Lager
,1237,Dominion Lager,0,American-Style Lager
,1381,Yippee IPA,0,American-Style India Pale Ale
,1381,Downtown Brown,0,American-Style Brown Ale
,453,Tropical Lager,0,American-Style Lager
,453,Honey Brown,0,American-Style Lager
,453,IPA,0,American-Style India Pale Ale
,453,Game Day,0,Crappy
,453,Red Truck Ale,0,American-Style Amber/Red Ale
,453,Red Truck Lager,0,Crappy
,828,Pale Ale,0,American-Style Pale Ale
,828,Premium Gold,0,American-Style Lager
,873,India Pale Ale,5.8,American-Style Pale Ale
,873,Oatmeal Stout,6.5,American-Style Stout
,873,Cream Ale,4.8,American-Style Lager
,873,Blonde Draft,4.8,Crappy
,598,Hefeweizen,0,South German-Style Hefeweizen
,598,Island Lager,5,American-Style Lager
,598,English Bay Pale Ale,5,American-Style Pale Ale
,598,Kitsilano Maple Cream Ale,5,American-Style Lager
,598,Cypress Honey Lager,4.7,American-Style Lager
,457,Pelican Bay Brown,0,American-Style Brown Ale
,457,Marina Light Lager,4.7,Crappy
,457,Haupenthal Hefeweizen,4.8,South German-Style Hefeweizen
,457,Old Bridge Dark Lager,5.3,American-Style Lager
,457,Johnston Pilsener,4.9,Crappy
,457,Cartwright Pale Ale,4.3,American-Style Pale Ale
,1307,15,10,Crappy
,202,Gueuze Bio / Organic Gueuze,0,Belgian-Style Fruit Lambic
,1178,Hopluia,0,American-Style Pale Ale
,995,Czech Premium Lager,0,Crappy
,935,Bobby,0,Crappy
,590,1916 Irish Stout,3.5,American-Style Stout
,590,Model-A-Tor Doppelbock,7.4,Traditional German-Style Bock
,590,Wilsteraner Altbier,5.6,American-Style Brown Ale
,590,Eighty-Shilling Scottish Ale (80/-),5.3,Crappy
,647,Dark Lager,0,Crappy
,647,Lager Beer,0,Crappy
,647,Premium Light Lager Beer,0,American-Style Lager
,236,Trademark English Pale,0,American-Style Pale Ale
,829,Jolly Roger,0,Crappy
,829,Firkin IPA,0,American-Style India Pale Ale
,829,Portage Bay Pilsener,5.5,Crappy
,829,Old Seattle Lager,4.3,American-Style Lager
,829,Nightwatch Dark Ale,5.5,Porter
,829,Islander Pale Ale,5,American-Style Pale Ale
,829,Salmon Bay E.S.B.,5.5,Crappy
,829,Clipper Gold Hefeweizen,5.2,American-Style Lager
,829,Flagship Red Alt Ale,5.2,American-Style Amber/Red Ale
,123,Slam Dunkelweizen,8,Crappy
,123,Trombipulator,0,Crappy
,123,Faux Paddy Irish Ale,0,Crappy
,123,Black Mulligan Dublin Stout,0,American-Style Stout
,123,Coal Creek Porter,0,Porter
,123,Atlas Amber Ale,0,American-Style Amber/Red Ale
,123,Prime Time Pale Ale,0,American-Style Pale Ale
,123,Snow Melt Nitrogen Pale,0,American-Style Pale Ale
,123,Old Rip Oatmeal Stout,0,American-Style Stout
,123,Scarlet Fire IPA,0,American-Style India Pale Ale
,496,The Immortal IPA,6.3,American-Style India Pale Ale
,496,Whoville Weizenbock,6.6,South German-Style Weizenbock
,497,Warminster Special Bitter,3.8,Crappy
,497,AK-47 Malt Liquor,6,Crappy
,497,Foster Child Australian Lager,4,American-Style Lager
,496,Avatar Jasmine IPA,6.2,Crappy
,496,BiFrÃ¶st Winter Ale,0,American-Style Pale Ale
,496,Elysian Fields Pale Ale,4.8,American-Style Pale Ale
,496,Loki,4.8,Crappy
,496,Zephyrus Pilsner,4.7,Crappy
,496,Perseus Porter,5.4,Porter
,496,The Wise ESB,5.9,Extra Special Bitter
,496,Ambrosia Maibock,5.3,Traditional German-Style Bock
,496,BÃªte Blanche,0,Crappy
,984,Auld Acquaintance Spiced Ale,0,Crappy
,984,India Pale Ale,0,American-Style Pale Ale
,984,Oatmeal Stout,0,American-Style Stout
,984,Kilt Lifter Scotch Ale,0,Scotch Ale
,984,Pale Ale,0,American-Style Pale Ale
,984,Weisse,0,American-Style Lager
,1296,Imperial Stout,6.2,American-Style Stout
,1296,Imperial I.P.A.,7.2,American-Style Pale Ale
,1296,India Pale Ale,0,American-Style Pale Ale
,1296,N.W. Pale Ale,5,American-Style Pale Ale
,1296,Bock,5,Traditional German-Style Bock
,1296,Weissbier,4.3,American-Style Lager
,1296,Saison,5.7,Crappy
,1296,Pilsner,4.7,Crappy
,842,Nebraska Bitter,0,Crappy
,842,Irish Stout,0,American-Style Stout
,842,I.M. Pale,0,American-Style Pale Ale
,842,Wheat Beer,0,American-Style Lager
,842,Golden,0,Crappy
,842,Porter,0,Porter
,842,Terminator Stout,6.45,American-Style Stout
,842,India Pale Ale,0,American-Style Pale Ale
,842,Hammerhead Ale,0,American-Style Pale Ale
,445,Icebreaker Barley Wine,0,Crappy
,445,Industrial IPA,7.4,Imperial or Double India Pale Ale
,445,IPA,6.2,American-Style India Pale Ale
,445,Possession Porter,5.6,Porter
,445,Steamer Glide Stout,4.8,American-Style Stout
,445,E.S.B.,0,Crappy
,445,Brown Ale,5.6,American-Style Brown Ale
,445,Golden Ale,5.2,Crappy
,445,Hefe-Weizen,5.8,South German-Style Hefeweizen
,445,Lighthouse Ale,4.3,American-Style Pale Ale
,475,Golden,0,Crappy
,1124,Gale Force IPA,5.6,American-Style India Pale Ale
,1124,Porter,5.8,Porter
,1124,Nut Brown,4.3,American-Style Brown Ale
,1124,Amber Ale,5.1,American-Style Brown Ale
,1124,Hefe Weizen,4.6,American-Style Lager
,1124,Maibock,0,Traditional German-Style Bock
,1124,Sequoia Red,0,American-Style Amber/Red Ale
,1124,Homeport Blonde,4.6,Crappy
,1151,Skibbereen Stout,5.3,American-Style Stout
,1151,Red Card Lager,6.65,Crappy
,1151,Navidad,0,American-Style Amber/Red Ale
,1151,Free Bike Amber,4.5,American-Style Amber/Red Ale
,1151,Highwater Porter,6,Porter
,1151,Skagit Brown Ale,4.8,American-Style Brown Ale
,1151,Yellowjacket Pale Ale,4.5,American-Style Pale Ale
,1151,Dutch Girl Lager,4.3,Crappy
,1151,Del Rio Lager,4,American-Style Lager
,504,Barleywine,0,Crappy
,504,Imperial Pale,0,American-Style Pale Ale
,504,Spring Bock,0,Traditional German-Style Bock
,504,Irish Stout,0,American-Style Stout
,504,India Pale Ale,6.6,American-Style Pale Ale
,504,Porter,5.9,Porter
,504,Firehouse Red,0,American-Style Amber/Red Ale
,504,Tacoma Brew,5.1,Crappy
,504,Hefeweizen,4.3,South German-Style Hefeweizen
,504,Belgian White,4.1,Crappy
,526,Poseidon Imperial Stout,0,American-Style Stout
,526,Thornton Creel Ale,0,Crappy
,526,Blonde Ale,0,Crappy
,526,Light,0,Crappy
,526,WinterFish Ale,7.5,American-Style Pale Ale
,526,Mudshark Porter,0,Porter
,526,Organic India Pale Ale,6.7,American-Style India Pale Ale
,526,Wild Salmon Pale Ale,4,American-Style Pale Ale
,526,Organic Amber Ale,5,American-Style Amber/Red Ale
,526,Blind Pig Dunkelweizen,4.7,American-Style Lager
,526,Whistling Pig Hefeweizen,4.5,American-Style Lager
,1030,Snow Cap,7,Old Ale
,1030,DPA,5.1,American-Style Pale Ale
,1030,Krystal Weizen,4.9,American-Style Lager
,1030,Thunder Head IPA,6.7,American-Style India Pale Ale
,1030,Amber Weizen,5.5,American-Style Lager
,1030,Hefeweizen,5.2,American-Style Lager
,1030,Curve Ball,4.8,Crappy
,704,Bourbon Barrel Stout,0,Crappy
,704,Oak Stout,0,Crappy
,704,Two Frog Dubbel,0,Crappy
,704,Farm Frog,0,Crappy
,704,Frosty Frog,0,American-Style Pale Ale
,494,Dry Hopped IPA,0,American-Style India Pale Ale
,494,No Doubt Stout,5.75,American-Style Stout
,494,Riot Ale,7.5,American-Style Pale Ale
,494,IPA,5.5,American-Style India Pale Ale
,494,Alembic Pale,5.5,American-Style Pale Ale
,494,Luna Weizen,4.5,American-Style Lager
,966,Castaway Barley Wine Winter Ale,11,Crappy
,966,Blacktop Porter,0,Porter
,966,Puget Porter,0,Porter
,966,Rat City IPA,0,American-Style India Pale Ale
,966,Fauntleroy Stout,0,American-Style Stout
,966,Alki Ale,0,American-Style Pale Ale
,966,Vashon Old Stock Ale,0,Crappy
,966,Admiral ESB,0,Crappy
,966,Driftwood Ale,0,American-Style Pale Ale
,770,Kataja Olut IVB,7,Crappy
,1185,Cream Stout,6.5,American-Style Stout
,526,Leviathan 2004,10,Crappy
,160,MoJo India Pale Ale,6.8,American-Style India Pale Ale
,526,Old Woody 2005,10,Old Ale
,103,Weisse,0,Crappy
,431,Urthel Hop-It,9.5,Other Belgian-Style Ales
,641,Super Natural Oatmeal Stout,8,American-Style Stout
,432,Flemish Primitive Wild Ale (Pig Nun),9,Crappy
,432,Andelot Cuvee Diabolique,8.5,Crappy
,432,Lozen Boer Abt,10,Crappy
,641,Imperial Gold Malt Liquor,9.9,American-Style Lager
,1177,Double Daddy,9.5,American-Style Pale Ale
,1072,Old Crustacean Barleywine 2005,0,Crappy
,622,Fred,10,Crappy
,21,Wee Heavy,9.5,Scotch Ale
,709,Porter,0,Porter
,540,Horn Dog,10.2,American-Style Barley Wine Ale
,137,Nut Brown Ale,0,American-Style Brown Ale
,137,Chaser Pale,0,Crappy
,270,Trappist Extra,9.5,Crappy
,174,Brune,9.5,Crappy
,459,Olde School Barleywine,15.04,American-Style Barley Wine Ale
,1115,Urbock 23Â°,9.6,German-Style Doppelbock
,447,Double Diamond Winter,8.5,Crappy
,1204,Stone IPA,6.9,American-Style India Pale Ale
,188,Scaldis Prestige,13,Crappy
,432,Flemish Primitive Wild Ale (Surly Bird),9,Crappy
,623,Red Menace Big Amber,0,American-Style Amber/Red Ale
,174,Blonde,7.5,Crappy
,297,St. Sebastiaan Golden,7.7,Crappy
,221,Pils,4.7,Crappy
,221,Hefe-Weizen,5.2,South German-Style Hefeweizen
,368,Xingu,4.7,German-Style Schwarzbier
,562,Slip Knot Imperial IPA 2006,7.8,American-Style India Pale Ale
,447,Bottleworks IPA,8.5,American-Style India Pale Ale
,919,Old Rasputin Russian Imperial Stout,9,American-Style Imperial Stout
,604,Yeti Imperial Stout,9.5,American-Style Imperial Stout
,745,Hefe-Weizen Dunkel,0,Crappy
,745,Winter-Traum,5.4,German-Style Oktoberfest
,301,Poperings Hommel Ale,7.5,American-Style Pale Ale
,907,Smoked Rye Bock,0,American-Style Lager
,1263,Russian Imperial Stout,0,American-Style Stout
,190,Jenlain St Druon de Sebourg,6,Crappy
,196,Les Sans Culottes,7,Crappy
,202,Bruocsella 1900 Grand Cru,0,Belgian-Style Fruit Lambic
,188,Scaldis / Bush Amber 12%,12,Crappy
,590,Princess of Darkness Porter,4.6,Porter
,590,Impromptu Pale Ale,5,American-Style Pale Ale
,590,Steinworthy Oktoberfest,6,German-Style Oktoberfest
,590,DSB / Dusters Special Bitter,5.6,Crappy
,590,Bugeater Brown Ale,4.4,American-Style Brown Ale
,590,Tin Lizzie Hefeweizen,5.5,South German-Style Hefeweizen
,590,All-American Lager (discontinued),0,Crappy
,590,Heavenly Helles,5.3,Crappy
,169,Orval Trappist Ale,6.9,Other Belgian-Style Ales
,270,Trappist Bruin Bier / BiÃ¨re Brune,0,Crappy
,7,Rochefort 8,9.2,Crappy
,271,Satan Red,8,Crappy
,671,Entire Stout,4.5,American-Style Stout
,1056,Ivanhoe,5.2,American-Style Pale Ale
,277,XX Bitter,6,Crappy
,359,Moza,0,Traditional German-Style Bock
,370,Negra,5.4,German-Style Schwarzbier
,1003,Stout,0,American-Style Stout
,717,Porter,0,Porter
,717,Oktoberfest,0,German-Style Oktoberfest
,717,Tip Top Pale Ale,0,American-Style Pale Ale
,1303,DoppelSticke,8.5,Traditional German-Style Bock
,1303,Sticke,6,American-Style Brown Ale
,1303,Alt,4.5,American-Style Brown Ale
,742,Hitachino Nest Japanese Classic Ale,7,English-Style India Pale Ale
,1204,9th Anniversary IPA,7.5,American-Style India Pale Ale
,622,Adam,10,Old Ale
,622,Rose,7.5,Crappy
,303,Kasteel Bier Donker-Foncee,11,Crappy
,431,Urthel Samaranth Quadrium Ale,11.5,Crappy
,432,Andelot Mystique,8.5,Crappy
,432,Andelot Angelique,7,Crappy
,432,Andelot Euphorique,6.5,Crappy
,1307,Terrible,10.5,Other Belgian-Style Ales
,269,Deus Brut des Flandres,11.5,Crappy
,28,Kentucky Ale,0,American-Style Pale Ale
,935,5 Barrel Pale Ale,5.3,Classic English-Style Pale Ale
,1143,Spruce Ale,0,Crappy
,174,Triple ImpÃ©riale,0,Crappy
,189,Avec Les Bons Voeux,9.5,Crappy
,175,Blonde,6,Other Belgian-Style Ales
,1143,Oatmeal Cream Stout,0,American-Style Stout
,903,Augustinian Ale,5.2,Crappy
,1378,Butty Bach,4.5,Crappy
,623,Pale Ale,0,American-Style Pale Ale
,109,De Horste Vermeer Traditional Dutch Ale,8,Crappy
,195,Troublette,5.5,Crappy
,194,Blonde Tradition,6.2,Crappy
,128,NoÃ«l,0,Old Ale
,182,Yeti,8,Crappy
,175,Brune / Brown,8,Crappy
,586,Pere Jacques,0,Crappy
,1331,1784 Anniversary Beer,5.4,Crappy
,1331,Baltas Alus,5.2,South German-Style Hefeweizen
,623,El Jefe Weizen Ale,0,South German-Style Hefeweizen
,89,Hefeweizen,0,American-Style Lager
,89,Dancing Trout Ale,0,Crappy
,1177,Untouchable Pale Ale,5.5,American-Style Pale Ale
,21,X Extra Pale Ale,5,American-Style Pale Ale
,584,Chehalem Mountain IPA,0,American-Style India Pale Ale
,892,Moylander Double IPA,8.5,Imperial or Double India Pale Ale
,803,Indica India Pale Ale,6.5,American-Style Pale Ale
,305,Vichtenaar,5.1,Crappy
,261,Zatte Amsterdamse Tripel,8,Crappy
,919,Old Stock Ale 2004,11.4,Old Ale
,604,Old Ruffian,10.2,American-Style Barley Wine Ale
,849,Talon,10.5,Crappy
,661,Will-BrÃ¤u Ur-Bock,0,Traditional German-Style Bock
,745,Asam-Bock,6.9,Traditional German-Style Bock
,745,Barock-Dunkel,4.7,Crappy
,745,Hefe-Weizen Hell,0,South German-Style Hefeweizen
,659,Neuschwansteiner Bavarian Lager,0,Crappy
,1143,Wooly Bully,0,German-Style Oktoberfest
,623,Mongoose IPA,0,American-Style India Pale Ale
,1177,Big Daddy IPA,6.5,American-Style India Pale Ale
,604,Titan IPA,6.8,American-Style India Pale Ale
,1185,St Peter's Organic Ale,4.5,Classic English-Style Pale Ale
,1185,Old-Style Porter,5.1,Porter
,1307,Ã‰dition 2005,0,Crappy
,1204,Vertical Epic 05.05.05,8.5,Crappy
,21,Speedway Stout,12,American-Style Imperial Stout
,447,Cream Stout,0,American-Style Stout
,447,Grand Cru,10,Crappy
,199,AmbrÃ©e / Chestnut Beer,0,Crappy
,441,Quail Springs IPA,6,American-Style India Pale Ale
,447,IPA,5.5,American-Style India Pale Ale
,26,Cambonator Doppelbock,7.2,Traditional German-Style Bock
,447,Best Bitter,5.5,Crappy
,156,Porter Czarny Boss / Black BOSS Porter,9.6,American-Style Stout
,604,Oak Aged Yeti Imperial Stout,9.5,American-Style Imperial Stout
,1205,Riverboat Rye,0,Crappy
,1205,Masterpiece Porter,0,Porter
,1205,Stout,0,American-Style Stout
,1103,Pioneer Black River Red,0,American-Style Amber/Red Ale
,207,Pilsner,4.8,Crappy
,1315,Double IPA,6.8,American-Style India Pale Ale
,1315,Dundee Export 90 Scotch Ale,6.5,Crappy
,1315,Blackstone Stout,5.9,American-Style Stout
,691,Red Ale,5.5,American-Style Amber/Red Ale
,823,Schuylkill Punch,6,Fruit Beer
,823,Nokdechiloff,12.7,American-Style Barley Wine Ale
,823,California Dreaming,8,Imperial or Double India Pale Ale
,823,Manayunk Lager,6.4,German-Style Oktoberfest
,823,Brilliant Barstool,5.1,Classic English-Style Pale Ale
,823,Krooks Mill,5.3,American-Style Pale Ale
,823,Summer Gold,5,Crappy
,823,Bohemian Blonde,4.7,German-Style Pilsener
,503,Trompe La Mort,7.4,Traditional German-Style Bock
,916,3C Extreme,0,American-Style Pale Ale
,916,Bill Payer Ale / BPA,0,American-Style Pale Ale
,916,Ich Bin Ein Berliner Weisse,0,Crappy
,916,Wee Heavier,9.5,Scotch Ale
,916,Tart,0,Crappy
,916,Spring Ale,0,Crappy
,449,PÃ©chÃ© Mortel,0,Crappy
,290,Oude Gueuze Vielle,0,Belgian-Style Fruit Lambic
,202,Lambic 2002,0,Crappy
,283,Gueuze 1882,5,Belgian-Style Fruit Lambic
,691,Oatmeal Stout,0,American-Style Stout
,691,Belgian Singel,0,Crappy
,691,IPA,0,American-Style India Pale Ale
,691,Kolsch,0,Crappy
,1321,Dunkelweizen,0,Crappy
,1321,Regiment Pale Ale,6.1,American-Style Pale Ale
,1321,Red Coat Ale,5.7,American-Style Amber/Red Ale
,1158,Instigator Doppelbock,7.5,Traditional German-Style Bock
,1158,Piketown Pils,5.1,Crappy
,1158,Seamus Irish Red,5.6,Crappy
,1158,Helles Bock,6.6,Traditional German-Style Bock
,1158,Burns Scottish Ale,5.3,Crappy
,1158,Anniversary IPA Ahtanum,7.2,American-Style India Pale Ale
,1158,Anniversary IPA Glacier,7.2,American-Style India Pale Ale
,1158,Route 113 IPA,7.2,American-Style India Pale Ale
,1158,Featherweight Lager,4.1,American-Style Lager
,1158,Royal Weisse,5.7,South German-Style Hefeweizen
,1158,Phoenix Pale Ale,5.5,American-Style Pale Ale
,1158,Helles Golden Lager,4.7,Crappy
,409,Golden Treasure,4.2,Golden or Blonde Ale
,409,Crabby Larry's Irish Red Ale,6,Irish-Style Red Ale
,409,Calico Jack Amber Ale,5.4,American-Style Amber/Red Ale
,409,Pale Ale,0,American-Style Pale Ale
,409,Summer Lager,0,American-Style Lager
,1011,Irish Stout,0,American-Style Stout
,1011,Hop Hazard,0,American-Style Pale Ale
,1011,Indian Red Ale,0,Crappy
,1011,Lager,0,American-Style Lager
,1011,Special Ale,0,American-Style Amber/Red Ale
,841,Irish Red Ale,0,Crappy
,841,Abbey 8,8,Crappy
,841,Farmhouse Saison,6.2,Crappy
,841,East Kent IPA,6.6,American-Style India Pale Ale
,841,French Country Spring Beer,6.5,Crappy
,841,Black Lab Stout,5.7,American-Style Stout
,841,Old Rogue Pale Ale,5.5,American-Style Pale Ale
,841,Unicorn Amber Ale,4,American-Style Amber/Red Ale
,841,Light Lager,3.5,American-Style Lager
,721,Half Again Bock,0,Traditional German-Style Bock
,721,Winterfest Lager,0,German-Style Oktoberfest
,721,Scottish Ale,0,Crappy
,721,Pale Ale,0,American-Style Pale Ale
,721,Light Lager,0,American-Style Lager
,700,Russian Imperial Stout,9.5,American-Style Stout
,700,Irish Red Ale,0,Crappy
,700,Iron Hill Belgian Tripel,9.5,Crappy
,700,Pig Iron Porter,0,Porter
,700,Ironbound Ale,5.1,American-Style Pale Ale
,700,Lodestone Lager,0,Crappy
,700,Anvil Ale,4.8,Extra Special Bitter
,700,Light Lager,0,American-Style Lager
,227,Brau Light,0,American-Style Lager
,549,Dirty Bastard Scotch Style Ale,8.5,Scotch Ale
,71,Eagle Lake Pale Ale,0,American-Style Pale Ale
,71,Rapidan Brown,0,American-Style Brown Ale
,71,Saint Peter Red,0,American-Style Amber/Red Ale
,71,Mankato Gold,0,Crappy
,71,Anniversary Ale,9,Old Ale
,71,Kasota IPA,0,American-Style India Pale Ale
,62,The Beast Grand Cru,14.9,Belgian-Style Dark Strong Ale
,23,Four,10,Crappy
,272,Special Extra Export Stout,9,Crappy
,521,Pilsner,0,Crappy
,521,Lemon Wheat,0,Light American Wheat Ale or Lager
,521,Stout,0,American-Style Stout
,521,Bock,0,Traditional German-Style Bock
,942,Long Face Amber,0,American-Style Amber/Red Ale
,942,Marzen Lager,0,German-Style Oktoberfest
,942,Off KIL Ter Scottish Ale,0,Crappy
,942,"Stout \To Be Named Later\""""",0,American-Style Stout
,942,Mild Brown,0,American-Style Brown Ale
,942,Caramel Apple Ale,0,English-Style Pale Mild Ale
,612,Wexford Irish Cream Ale,5,American-Style Cream Ale or Lager
,23,Grand Cru,7.2,Crappy
,1204,Old Guardian Barley Wine 2005,0,Crappy
,98,Wee Heavy,6.5,Scotch Ale
,1162,Roza Reserve,0,Crappy
,26,Winterfestival,5.5,German-Style Oktoberfest
,15,St. Martin Doppelbock,7.5,Traditional German-Style Bock
,15,JubilÃ¤ums German Pils,0,Crappy
,26,Bayrisch Hell,4.7,Crappy
,1181,Sprecher Doppelbock,7.85,German-Style Doppelbock
,1295,Gingered Ale,0,Crappy
,1295,Bourbon Barrel Scotch Ale,7.5,Crappy
,1295,Burntwood Black Ale,0,Porter
,1295,Derailed Ale,0,American-Style Pale Ale
,527,HabaÃ±ero,0,Crappy
,527,1100 Wheat Wine,11.5,Crappy
,527,Witchtree ESB,5.6,Crappy
,527,Big Boat Oatmeal Stout,6.6,American-Style Stout
,527,XXX English Ale,6.6,American-Style Pale Ale
,527,El NiÃ±o IPA,0,American-Style India Pale Ale
,527,Starfire Pale Ale,6.2,American-Style Pale Ale
,527,Farmhouse Reserve,6.3,Crappy
,527,Lighthouse Ale,4.4,American-Style Lager
,1169,Chocolate Mint Stout,0,Crappy
,1169,Porter,0,Porter
,1169,Pale Ale,0,American-Style Pale Ale
,1169,Nut Brown Ale,4.2,American-Style Brown Ale
,1169,Honey Pilsner,4.5,American-Style Lager
,1169,Cream Ale,0,American-Style Lager
,170,Moneuse Speciale NoÃ«l,0,Crappy
,192,Speciale NoÃ«l,0,Crappy
,246,Christmas Ale,8.5,Crappy
,432,K-O Blond Beer,10,Crappy
,295,Brune / Bruin,7.5,Crappy
,296,Grotten Brown,6.7,Dark American-Belgo-Style Ale
,447,Barley Wine Ale,10,Crappy
,622,Doggie Claws 2004,11.5,Crappy
,765,Imperial Stout,8.2,American-Style Stout
,765,Censored (aka The Kronic),5.9,American-Style Amber/Red Ale
,703,Wee Beast,7,Scotch Ale
,286,Bloesem Bink,7.1,Crappy
,282,Loterbol,8,Crappy
,1242,IPA,6.7,American-Style India Pale Ale
,622,Ruth,4.5,Crappy
,693,Mojave Gold,0,American-Style Lager
,693,Eastern Sierra Lager,0,Crappy
,1366,Princess of Darkness Porter,5.4,Porter
,693,Mojave Red,0,American-Style Lager
,693,Desert Pale Ale,0,American-Style Pale Ale
,592,Plaid Bastard,8,Scotch Ale
,577,Dos Rios Vienna Lager,0,American-Style Lager
,371,Rye On,4.8,American-Style Lager
,116,Black Lab Stout,0,American-Style Stout
,36,Loyal Duke Scotch Ale,8.6,Scotch Ale
,822,Amber,0,American-Style Brown Ale
,702,Jubilee Ale,0,Old Ale
,382,Mocha Joe,8.1,Crappy
,491,Otis Alt,5.3,American-Style Brown Ale
,977,Weizen,0,South German-Style Hefeweizen
,1284,Kellerbier,0,Crappy
,1258,American Pale Ale,5.2,American-Style Pale Ale
,1333,Sled Dog Doppelbock,0,Traditional German-Style Bock
,866,Weathertop Doppelbock,7.3,Traditional German-Style Bock
,1013,Wheat Wine,11.5,Crappy
,601,Pioneer Peak Porter,4.3,Porter
,513,Wild Banshee Barleywine,9.8,Crappy
,124,Thundermuck Stout,0,American-Style Stout
,904,Solidarity,0,American-Style Stout
,444,Irish Red,0,Crappy
,625,Buccaneer Brown Ale,0,American-Style Brown Ale
,834,Hoppy Hour IPA,0,American-Style India Pale Ale
,1044,Sisyphus Barleywine,11.1,Crappy
,1025,Pallavicini Pilsner,0,Crappy
,1027,Four Alarm Alt,4.8,American-Style Brown Ale
,818,Hibernator Doppelbock,0,Traditional German-Style Bock
,860,Silver,5.1,Crappy
,1119,IPA,0,American-Style India Pale Ale
,1129,Thunderhead Amber Ale,6,American-Style Amber/Red Ale
,1145,Impale Ale,0,American-Style Pale Ale
,1294,Old Town IPA,0,American-Style India Pale Ale
,1305,Emancipator,8.3,Traditional German-Style Bock
,778,Pale,0,American-Style Pale Ale
,1263,Black Sheep Espresso Stout,0,Crappy
,76,Superhop Ale,5.6,American-Style Pale Ale
,144,Oatmeal Stout,4.5,Oatmeal Stout
,841,5 Czars Imperial Stout,0,American-Style Stout
,537,Ironhead Porter Old No. 3,6,Porter
,383,KÃ¶lsch,0,Crappy
,823,Slam Dunkel,0,Crappy
,16,Irvington Porter,0,Porter
,485,Marzen,0,German-Style Oktoberfest
,239,Big Woody Lager,0,Crappy
,118,Schaumbergfest,0,German-Style Oktoberfest
,59,Tannhauser,0,American-Style Pale Ale
,263,Trappist Westvleteren 8,8,Belgian-Style Dubbel
,1261,Peat Smoked Altbier,0,American-Style Lager
,879,Billings IPA,0,American-Style India Pale Ale
,64,Peak One Porter,0,Porter
,64,Old Smoky,0,American-Style Lager
,1379,St. Charles ESB,4.5,Extra Special Bitter
,440,Wild Turkey Bourbon Stout,0,Crappy
,440,Lucky U Denver Special Bitter,4.46,Crappy
,440,Redwing,4.73,American-Style Amber/Red Ale
,440,Pale Ale,5.5,American-Style Pale Ale
,440,Oatmeal Stout,6.54,American-Style Stout
,440,Nut Brown Ale,5.2,American-Style Brown Ale
,440,Singletrack Copper Ale,5.57,American-Style Pale Ale
,440,Buffalo Gold,6.3,Crappy
,440,Honey Wheat,4.46,Crappy
,440,Pilsner,4.99,American-Style Lager
,236,Thunder Stout,4.95,American-Style Stout
,236,Autumn Ale,6.7,American-Style Brown Ale
,236,Lucky U Denver Special Bitter,0,Crappy
,236,471 Pilsner,0,Crappy
,1045,Mortality Stout,7.5,American-Style Stout
,1243,Big Hoppy Monster,8.75,American-Style Amber/Red Ale
